id;year;gpa;maths_exam;art_exam;language_exam;social_activity;essay_score;interview_score;score;accepted;graduated
CS-1984-00672;1984;3.347975174;0.993021891;0.956933309;0.74914927;3;0.996284246;0.959293515;888;TRUE;TRUE
CS-1984-00673;1984;3.018510544;0.829279667;0.137344786;0.921575007;2;0.621642049;0.991133574;791;TRUE;TRUE
CS-1984-00684;1984;3.616264105;0.989732808;0.952006987;0.900872326;4;0.979462846;0.972714069;846;TRUE;FALSE
CS-1984-00685;1984;3.583696097;0.815385282;0.810220532;0.861569921;3;0.981149108;0.995152758;832;TRUE;TRUE
CS-1984-00691;1984;3.681506138;0.796923615;0.968041536;0.663399765;5;0.996247929;0.998986245;851;TRUE;FALSE
CS-1984-00706;1984;3.024351254;0.943108579;0.579797838;0.981774366;5;0.86136863;0.999034231;775;TRUE;FALSE
CS-1984-00720;1984;3.799223759;0.949298222;0.90518618;0.780561866;2;0.997342733;0.989354805;839;TRUE;TRUE
CS-1984-00729;1984;3.344629113;0.7792339;0.323214056;0.722095066;4;0.988806188;0.671002506;814;TRUE;TRUE
CS-1984-00734;1984;3.899006124;0.974603314;0.967616701;0.230752886;1;0.768794079;0.988887869;860;TRUE;FALSE
CS-1984-00735;1984;3.928124991;0.922693421;0.845182679;0.373275956;2;0.991803367;0.990294237;891;TRUE;TRUE
CS-1984-00740;1984;3.55985458;0.742707568;0.991669668;0.991771394;1;0.984193756;0.995712033;858;TRUE;TRUE
CS-1984-00745;1984;3.973414781;0.877496459;0.912279631;0.878223073;2;0.99675193;0.999237952;927;TRUE;TRUE
CS-1984-00749;1984;3.336632594;0.969365319;0.890076587;0.95455663;3;0.996315473;0.896799408;851;TRUE;TRUE
CS-1984-00750;1984;3.944933803;0.999104089;0.956684659;0.983417475;2;0.985522526;0.980591526;925;TRUE;TRUE
CS-1984-00757;1984;3.67382595;0.99835713;0.170114989;0.992111552;5;0.176253417;0.840397217;769;TRUE;TRUE
CS-1984-00763;1984;3.80894879;0.99367016;0.99383442;0.964557544;1;0.996214363;0.973796111;896;TRUE;TRUE
CS-1984-00777;1984;3.622002898;0.934852015;0.604587714;0.976991229;1;0.993270408;0.678657643;847;TRUE;TRUE
CS-1984-00778;1984;3.863819703;0.982627849;0.994255673;0.997438466;1;0.997972909;0.982370041;902;TRUE;TRUE
CS-1984-00779;1984;3.821952375;0.637957736;0.978131955;0.984388741;5;0.998080421;0.99961422;820;TRUE;TRUE
CS-1984-00786;1984;3.260767377;0.760481585;0.956745913;0.993573491;1;0.995012171;0.956118365;830;TRUE;FALSE
CS-1984-00788;1984;3.643673431;0.996596572;0.761994942;0.578375775;3;0.994685695;0.980976185;897;TRUE;FALSE
CS-1984-00796;1984;3.236807001;0.980838836;0.863479731;0.629917584;1;0.97944351;0.994046149;849;TRUE;TRUE
CS-1984-00798;1984;3.712537804;0.898118538;0.829297598;0.894324276;5;0.952183981;0.973691859;798;TRUE;TRUE
CS-1984-00803;1984;3.566026687;0.86979214;0.860553468;0.860316295;1;0.950051969;0.998912052;883;TRUE;TRUE
CS-1984-00817;1984;3.807174607;0.859392355;0.748545007;0.497477021;4;0.877592461;0.900836336;901;TRUE;TRUE
CS-1984-00819;1984;3.697233925;0.725381289;0.909348225;0.938758526;1;0.999208159;0.970641154;900;TRUE;TRUE
CS-1984-00821;1984;3.982875152;0.979060911;0.952612886;0.996859921;3;0.976854838;0.993254155;881;TRUE;FALSE
CS-1984-00823;1984;3.589572516;0.984756203;0.995571581;0.836524468;4;0.999569294;0.99808746;841;TRUE;TRUE
CS-1984-00825;1984;3.577374912;0.960333971;0.986370947;0.996593111;5;0.9848013;0.993512259;887;TRUE;FALSE
CS-1984-00835;1984;3.573513444;0.430401893;0.979276804;0.938753351;4;0.993711019;0.99873647;773;TRUE;FALSE
CS-1984-00837;1984;3.386295866;0.941158451;0.832234875;0.98558286;5;0.955286835;0.992255724;853;TRUE;TRUE
CS-1984-00844;1984;3.163949927;0.992907639;0.990427375;0.75866518;3;0.999403365;0.971055982;802;TRUE;FALSE
CS-1984-00845;1984;3.741124688;0.838885411;0.612436322;0.656339311;4;0.997561698;0.990023535;841;TRUE;FALSE
CS-1984-00851;1984;3.903275224;0.99770568;0.99454341;0.949344349;3;0.981348996;0.958062612;912;TRUE;TRUE
CS-1984-00853;1984;3.409261854;0.943480858;0.651778316;0.886806471;3;0.994588465;0.987265915;808;TRUE;FALSE
CS-1984-00855;1984;3.808697538;0.99172057;0.860060303;0.202449712;4;0.653661341;0.961179485;835;TRUE;TRUE
CS-1984-00857;1984;3.993412619;0.850968934;0.997098543;0.988602746;2;0.999623079;0.981652439;899;TRUE;TRUE
CS-1984-00867;1984;3.74194855;0.991143459;0.974836618;0.99538854;5;0.981561133;0.994226077;920;TRUE;TRUE
CS-1984-00871;1984;3.092460274;0.984078469;0.862855179;0.928780901;1;0.987521086;0.999526889;814;TRUE;TRUE
CS-1984-00880;1984;3.357488959;0.886665399;0.15226977;0.684886824;5;0.785789756;0.827291192;802;TRUE;TRUE
CS-1984-00881;1984;3.462621629;0.865620609;0.773316635;0.702123331;5;0.974751091;0.993497076;805;TRUE;TRUE
CS-1984-00882;1984;3.856144095;0.932123756;0.983338162;0.584823054;1;0.990533792;0.942511;905;TRUE;TRUE
CS-1984-00893;1984;3.547834496;0.986843899;0.748752568;0.547338277;4;0.979683881;0.983514576;887;TRUE;TRUE
CS-1984-00894;1984;3.643163119;0.842454614;0.960581104;0.271935604;2;0.984543927;0.962481182;822;TRUE;FALSE
CS-1984-00896;1984;3.365439913;0.719525564;0.866486123;0.558801314;2;0.962935781;0.841722885;809;TRUE;FALSE
CS-1984-00899;1984;3.092459354;0.347721071;0.83529675;0.518874681;2;0.99607002;0.879646928;784;TRUE;TRUE
CS-1984-00901;1984;3.631241288;0.326435837;0.925192915;0.172571743;4;0.802306039;0.817016067;781;TRUE;TRUE
CS-1984-00905;1984;3.56095163;0.977930084;0.948061306;0.983967672;2;0.999656676;0.992072137;837;TRUE;TRUE
CS-1984-00907;1984;3.726455259;0.979265698;0.931014271;0.02974938;3;0.894664394;0.932016271;873;TRUE;FALSE
CS-1984-00910;1984;3.730498461;0.223182215;0.966382497;0.995785871;5;0.999971635;0.983512975;828;TRUE;FALSE
CS-1984-00924;1984;3.933791463;0.211867598;0.916602313;0.965854605;5;0.982634827;0.997932382;788;TRUE;TRUE
CS-1984-00925;1984;3.349637608;0.970001119;0.958704701;0.767400226;1;0.86526934;0.99294208;876;TRUE;TRUE
CS-1984-00926;1984;3.792191598;0.97814913;0.890946892;0.996716803;5;0.996348159;0.994479921;826;TRUE;FALSE
CS-1984-00933;1984;3.776085723;0.87478036;0.993858063;0.985316991;4;0.99196758;0.999237395;887;TRUE;TRUE
CS-1984-00935;1984;3.592896008;0.921966025;0.291825186;0.869796426;4;0.999003534;0.077480302;785;TRUE;TRUE
CS-1984-00941;1984;3.271545695;0.995818165;0.925985824;0.828270694;3;0.979589989;0.999817908;798;TRUE;TRUE
CS-1984-00945;1984;3.680831059;0.999037978;0.980072223;0.925016574;3;0.987059769;0.995684528;862;TRUE;FALSE
CS-1984-00951;1984;3.840270137;0.93274352;0.910629454;0.943842385;4;0.939853815;0.998711999;899;TRUE;TRUE
CS-1984-00954;1984;3.730552157;0.945948864;0.996748539;0.632519003;4;0.999697519;0.878606305;825;TRUE;TRUE
CS-1984-00955;1984;3.515391889;0.781393635;0.985645321;0.885763379;5;0.994070185;0.964876361;795;TRUE;FALSE
CS-1984-00956;1984;3.284693106;0.495020648;0.943689524;0.916048557;5;0.97788255;0.995383604;847;TRUE;TRUE
CS-1984-00959;1984;3.798405227;0.997180783;0.645128057;0.87366672;3;0.621217595;0.998943422;890;TRUE;TRUE
CS-1984-00962;1984;3.859755545;0.985973783;0.96171992;0.275196341;2;0.957308359;0.894528139;896;TRUE;FALSE
CS-1984-00965;1984;3.462267444;0.96302166;0.235338034;0.929654284;1;0.922490765;0.970902745;780;TRUE;FALSE
CS-1984-00967;1984;3.59634693;0.811668536;0.932156934;0.996794888;2;0.999148842;0.98019788;805;TRUE;FALSE
CS-1984-00973;1984;3.719013147;0.225782833;0.974729174;0.997297628;4;0.995791277;0.981166656;836;TRUE;TRUE
CS-1984-00980;1984;3.35857331;0.846713751;0.978628487;0.551843783;4;0.943168652;0.996397133;786;TRUE;TRUE
CS-1984-00981;1984;3.315807449;0.991961578;0.93341921;0.896847496;2;0.727919197;0.995960075;820;TRUE;TRUE
CS-1984-00987;1984;3.32129811;0.96631518;0.936963201;0.494853414;3;0.992729272;0.85303434;786;TRUE;FALSE
CS-1984-00998;1984;3.718909502;0.505742148;0.999196024;0.928132458;1;0.964578992;0.991867637;867;TRUE;TRUE
CS-1984-01003;1984;3.232740087;0.752389598;0.922396872;0.327174116;2;0.773534858;0.912228322;775;TRUE;TRUE
CS-1984-01012;1984;3.934700622;0.999127595;0.936250454;0.993629943;5;0.999074614;0.999599298;867;TRUE;TRUE
CS-1984-01018;1984;3.962178164;0.999626133;0.998327407;0.947031126;3;0.993983716;0.998681886;902;TRUE;TRUE
CS-1984-01024;1984;3.243302213;0.97806589;0.863095291;0.839521025;5;0.95661177;0.994584154;795;TRUE;TRUE
CS-1984-01029;1984;3.918984518;0.631518684;0.831298108;0.991089336;3;0.998106529;0.990221214;875;TRUE;TRUE
CS-1984-01038;1984;3.597042224;0.187646346;0.996526006;0.951576643;3;0.996074415;0.968361849;812;TRUE;FALSE
CS-1984-01041;1984;3.563203131;0.917903683;0.958092859;0.251100103;1;0.970758926;0.865516641;873;TRUE;TRUE
CS-1984-01044;1984;3.577896176;0.591517157;0.98915514;0.983886617;3;0.980619275;0.9642624;796;TRUE;FALSE
CS-1985-00011;1985;3.868738258;0.741851854;0.847203351;0.96414716;2;0.99194281;0.976365312;886;TRUE;FALSE
CS-1985-00015;1985;3.27874234;0.991401422;0.403807279;0.763309102;1;0.979949677;0.707700316;848;TRUE;FALSE
CS-1985-00020;1985;3.00105521;0.99593514;0.517927059;0.926612098;5;0.998552991;0.994686561;841;TRUE;TRUE
CS-1985-00021;1985;3.549647188;0.631552482;0.917418175;0.993902892;4;0.998326979;0.866137392;875;TRUE;TRUE
CS-1985-00022;1985;3.379844471;0.843901428;0.926971182;0.860082186;2;0.992496028;0.978693251;838;TRUE;FALSE
CS-1985-00030;1985;3.373127986;0.81504286;0.993533884;0.95286903;3;0.964334843;0.980461173;882;TRUE;TRUE
CS-1985-00036;1985;3.492751551;0.989543362;0.5502885;0.940469195;3;0.946211002;0.997803466;932;TRUE;TRUE
CS-1985-00039;1985;3.545511489;0.873421388;0.880129202;0.985587449;4;0.97936842;0.998445851;904;TRUE;FALSE
CS-1985-00044;1985;3.887782786;0.83001177;0.888736349;0.889842693;5;0.986689592;0.989230043;875;TRUE;TRUE
CS-1985-00049;1985;3.739306923;0.680261632;0.77782808;0.993502865;3;0.996746408;0.980107409;849;TRUE;TRUE
CS-1985-00051;1985;3.878280357;0.970575468;0.992733611;0.447775038;5;0.996442014;0.988988994;954;TRUE;TRUE
CS-1985-00055;1985;3.778134567;0.699161554;0.977839395;0.633165206;4;0.978232022;0.996234933;920;TRUE;TRUE
CS-1985-00057;1985;3.896448552;0.788132056;0.940377881;0.959952089;5;0.989290936;0.989766852;925;TRUE;TRUE
CS-1985-00058;1985;3.753374066;0.8885419;0.735118817;0.955123168;1;0.988243296;0.945455741;889;TRUE;TRUE
CS-1985-00061;1985;2.744926319;0.906908504;0.739690136;0.906559769;3;0.742029946;0.966937474;815;TRUE;TRUE
CS-1985-00066;1985;3.642957362;0.137449853;0.976670015;0.70663961;1;0.987597736;0.973354331;861;TRUE;FALSE
CS-1985-00073;1985;3.979290599;0.947735976;0.79104205;0.998015375;5;0.99980753;0.996895243;902;TRUE;TRUE
CS-1985-00078;1985;3.81424852;0.538617609;0.637164853;0.968678967;5;0.980602172;0.898066113;902;TRUE;TRUE
CS-1985-00079;1985;3.904754514;0.823209341;0.987070631;0.917685465;2;0.991961239;0.999022289;949;TRUE;TRUE
CS-1985-00083;1985;3.868276834;0.95123328;0.979503188;0.874719991;5;0.996019751;0.94386953;847;TRUE;FALSE
CS-1985-00087;1985;3.655902656;0.984039791;0.982796569;0.939050279;5;0.785446862;0.997173185;923;TRUE;FALSE
CS-1985-00088;1985;3.767012026;0.739987766;0.915124682;0.921286703;3;0.770313765;0.993677573;845;TRUE;FALSE
CS-1985-00091;1985;2.965050356;0.806105659;0.545639074;0.508771474;4;0.972583674;0.98863163;853;TRUE;FALSE
CS-1985-00096;1985;3.947139929;0.857016824;0.90061722;0.963126978;4;0.991424854;0.977459631;847;TRUE;TRUE
CS-1985-00098;1985;3.259427353;0.156468665;0.919244466;0.700280352;2;0.993690686;0.995178811;836;TRUE;FALSE
CS-1985-00104;1985;3.498259624;0.866185082;0.974307248;0.998738118;3;0.996011739;0.997162603;913;TRUE;TRUE
CS-1985-00114;1985;3.485417372;0.558499204;0.816747694;0.516667437;5;0.991635443;0.927094239;833;TRUE;TRUE
CS-1985-00117;1985;3.563452392;0.846772996;0.700477485;0.946201664;1;0.999824494;0.994257741;909;TRUE;TRUE
CS-1985-00119;1985;3.348856444;0.994848385;0.74726506;0.868374013;4;0.983490437;0.57969311;810;TRUE;FALSE
CS-1985-00121;1985;3.574483114;0.986552128;0.42760088;0.834327443;5;0.964530559;0.965234014;909;TRUE;TRUE
CS-1985-00123;1985;3.163515485;0.972005924;0.247012928;0.85992814;4;0.634507991;0.633062248;830;TRUE;TRUE
CS-1985-00124;1985;3.970266722;0.898988519;0.191920635;0.993201503;2;0.985806734;0.99834994;948;TRUE;TRUE
CS-1985-00129;1985;3.761063266;0.909790736;0.951373892;0.010678889;3;0.945436181;0.993703465;937;TRUE;TRUE
CS-1985-00132;1985;3.533171888;0.965660637;0.989353832;0.844886966;2;0.985404541;0.949959358;859;TRUE;FALSE
CS-1985-00133;1985;3.744614525;0.988619547;0.567375481;0.716496396;5;0.879448906;0.993503815;921;TRUE;FALSE
CS-1985-00140;1985;3.952927329;0.081421412;0.905468503;0.977546683;2;0.971720891;0.996606399;868;TRUE;TRUE
CS-1985-00142;1985;3.612734764;0.968522626;0.957921;0.618813309;3;0.955653749;0.998666941;925;TRUE;FALSE
CS-1985-00144;1985;3.448859355;0.890623537;0.987485898;0.882702135;1;0.995840047;0.987779914;916;TRUE;TRUE
CS-1985-00145;1985;3.185167374;0.677476431;0.568112164;0.664455736;5;0.599691992;0.987376817;842;TRUE;FALSE
CS-1985-00146;1985;3.370909779;0.52660077;0.941051026;0.769564024;5;0.899449748;0.950699746;827;TRUE;FALSE
CS-1985-00148;1985;3.617544102;0.952567048;0.611172694;0.399471395;5;0.998525196;0.84981496;875;TRUE;TRUE
CS-1985-00149;1985;3.520445011;0.616115683;0.299091937;0.998158472;5;0.956387759;0.921500622;853;TRUE;TRUE
CS-1985-00150;1985;3.33006991;0.915322165;0.977680596;0.99512613;4;0.990051651;0.997841208;851;TRUE;FALSE
CS-1985-00151;1985;3.693554015;0.867424938;0.934410293;0.70473733;1;0.937749362;0.996610759;906;TRUE;FALSE
CS-1985-00152;1985;2.920101167;0.965152145;0.549440713;0.515723487;1;0.99410749;0.246842728;813;TRUE;TRUE
CS-1985-00159;1985;3.393189141;0.982443168;0.950307003;0.713431366;5;0.990370814;0.965130988;924;TRUE;TRUE
CS-1985-00162;1985;3.824405125;0.987739877;0.877211749;0.978439851;5;0.99974955;0.995590534;944;TRUE;TRUE
CS-1985-00164;1985;3.664065758;0.803056436;0.87464947;0.847490305;2;0.996055066;0.940183684;918;TRUE;FALSE
CS-1985-00166;1985;3.83307335;0.939407308;0.309112836;0.935446409;5;0.831961877;0.984498661;915;TRUE;TRUE
CS-1985-00169;1985;3.578674187;0.860182286;0.331343007;0.997393321;5;0.998532938;0.995073245;911;TRUE;FALSE
CS-1985-00170;1985;2.955083282;0.217051523;0.911748915;0.426355777;4;0.963135264;0.994191833;809;TRUE;TRUE
CS-1985-00171;1985;3.730892985;0.679491015;0.763810059;0.670985939;2;0.991348887;0.964318668;916;TRUE;TRUE
CS-1985-00172;1985;3.649706769;0.85028333;0.995888572;0.986404814;5;0.98451554;0.99956078;857;TRUE;TRUE
CS-1985-00179;1985;3.820886872;0.87704303;0.844118817;0.732639943;2;0.980400514;0.883630936;932;TRUE;FALSE
CS-1985-00182;1985;3.622471756;0.548538809;0.981529346;0.7527028;3;0.957049631;0.983881803;859;TRUE;FALSE
CS-1985-00194;1985;3.480270524;0.928489289;0.995442482;0.778878281;1;0.978825475;0.719108358;888;TRUE;TRUE
CS-1985-00199;1985;3.978040392;0.997726221;0.999362241;0.762071511;1;0.879318473;0.972277015;960;TRUE;TRUE
CS-1985-00208;1985;3.735809444;0.854864826;0.801078688;0.983263265;3;0.996493819;0.999393153;871;TRUE;FALSE
CS-1985-00209;1985;3.662497838;0.502461837;0.989770242;0.585909219;3;0.99134621;0.999453531;875;TRUE;TRUE
CS-1985-00217;1985;3.726521212;0.960676695;0.844250866;0.444740256;3;0.991685699;0.912417094;848;TRUE;FALSE
CS-1985-00222;1985;3.925663382;0.987688206;0.999517308;0.986672487;4;0.975181591;0.972357428;960;TRUE;FALSE
CS-1985-00235;1985;3.468665023;0.86418259;0.983703092;0.995670984;4;0.991196853;0.961086888;855;TRUE;FALSE
CS-1985-00237;1985;3.436202244;0.689111655;0.669749362;0.727109817;1;0.952139343;0.98909557;870;TRUE;FALSE
CS-1985-00238;1985;3.823483018;0.755018243;0.994188937;0.888981899;1;0.979185906;0.99924104;895;TRUE;FALSE
CS-1985-00240;1985;3.694493969;0.870023232;0.939543561;0.97696369;3;0.991878086;0.993106142;908;TRUE;FALSE
CS-1985-00242;1985;3.339217443;0.952065072;0.301487474;0.718284997;4;0.96596696;0.750447917;885;TRUE;TRUE
CS-1985-00245;1985;3.822494965;0.932638969;0.982245394;0.966235751;2;0.986641323;0.983422225;904;TRUE;TRUE
CS-1985-00246;1985;3.107106018;0.549455978;0.779516503;0.987328816;1;0.998738323;0.924964338;831;TRUE;FALSE
CS-1985-00251;1985;3.683793649;0.983332067;0.888994886;0.843057535;2;0.983932824;0.997952537;926;TRUE;FALSE
CS-1985-00258;1985;3.660483936;0.968878057;0.923176793;0.969089599;4;0.985159714;0.626362122;837;TRUE;FALSE
CS-1985-00259;1985;3.97832059;0.87174016;0.987625897;0.149873581;5;0.73916923;0.976953063;933;TRUE;TRUE
CS-1985-00262;1985;3.698681979;0.972858699;0.996628501;0.839556222;4;0.997563704;0.938207805;910;TRUE;TRUE
CS-1985-00264;1985;3.811186682;0.918665655;0.982463817;0.928282308;3;0.841822087;0.999814797;930;TRUE;TRUE
CS-1985-00266;1985;3.022546755;0.898975696;0.701781392;0.893803199;2;0.943752687;0.977134695;810;TRUE;FALSE
CS-1985-00277;1985;3.879206356;0.751025522;0.934828304;0.995786686;4;0.993731363;0.585444213;883;TRUE;TRUE
CS-1985-00278;1985;3.971004541;0.893885147;0.958028117;0.994168476;4;0.999712136;0.948416811;932;TRUE;FALSE
CS-1985-00282;1985;3.707004518;0.935338458;0.99442402;0.841458564;2;0.998790809;0.963305524;920;TRUE;TRUE
CS-1985-00291;1985;3.573115415;0.988884034;0.909167662;0.819878979;2;0.820448224;0.999441185;915;TRUE;TRUE
CS-1985-00292;1985;3.665998922;0.926784262;0.956667392;0.646189074;1;0.990501108;0.561521936;830;TRUE;FALSE
CS-1985-00297;1985;3.822745557;0.96722322;0.993976494;0.861241413;4;0.897414636;0.998443398;916;TRUE;TRUE
CS-1985-00299;1985;3.230254238;0.898999412;0.727435568;0.842222721;4;0.944006784;0.989946765;902;TRUE;FALSE
CS-1985-00301;1985;2.768380714;0.403656753;0.973791265;0.942655338;3;0.991041994;0.997493547;815;TRUE;TRUE
CS-1985-00305;1985;3.537483053;0.98981604;0.852899678;0.701782291;5;0.893887047;0.687501298;899;TRUE;TRUE
CS-1985-00308;1985;3.667997215;0.911685633;0.934818859;0.363581458;2;0.63264729;0.838099292;888;TRUE;TRUE
CS-1985-00315;1985;3.912330492;0.801578357;0.977488354;0.905995455;3;0.998891312;0.870596352;885;TRUE;TRUE
CS-1985-00316;1985;3.397988141;0.543657488;0.742405826;0.986178014;1;0.982166624;0.984207156;825;TRUE;FALSE
CS-1985-00317;1985;3.377131494;0.51179264;0.9533157;0.575979942;4;0.898667413;0.971834734;859;TRUE;FALSE
CS-1985-00328;1985;3.96318516;0.992711012;0.831645029;0.995859224;5;0.999878531;0.997187441;962;TRUE;TRUE
CS-1985-00337;1985;3.446491028;0.992240857;0.665932521;0.96612055;5;0.991149918;0.985085985;911;TRUE;TRUE
CS-1985-00342;1985;3.566851972;0.984237691;0.931648844;0.964210976;1;0.912361896;0.987786932;852;TRUE;FALSE
CS-1985-00347;1985;3.005880244;0.704466287;0.931579739;0.542111036;4;0.681458688;0.911813945;828;TRUE;TRUE
CS-1985-00349;1985;3.57415795;0.894485532;0.899563558;0.737319529;5;0.99438327;0.96729306;917;TRUE;FALSE
CS-1985-00352;1985;3.842436202;0.240451427;0.347003167;0.965625651;5;0.500102796;0.995967677;832;TRUE;TRUE
CS-1985-00353;1985;3.592326291;0.984663344;0.876517041;0.906805142;3;0.924447331;0.807489045;847;TRUE;TRUE
CS-1985-00354;1985;3.129217916;0.987828279;0.989201873;0.990972517;3;0.954493868;0.950781579;847;TRUE;TRUE
CS-1985-00356;1985;3.837995978;0.9869103;0.630845115;0.461022863;2;0.894908421;0.807794715;839;TRUE;TRUE
CS-1985-00370;1985;3.739595286;0.960182294;0.670241344;0.99197742;3;0.997577905;0.999019059;950;TRUE;TRUE
CS-1985-00372;1985;3.415109698;0.927948792;0.5687466;0.933418164;5;0.969201804;0.954714813;855;TRUE;TRUE
CS-1985-00379;1985;3.713142216;0.432798648;0.479019762;0.988531086;4;0.98815299;0.997632068;815;TRUE;FALSE
CS-1985-00386;1985;3.346395093;0.862752518;0.899573317;0.698509137;1;0.998633222;0.989064431;895;TRUE;TRUE
CS-1985-00388;1985;3.536547494;0.946696288;0.934454572;0.975870416;1;0.998860463;0.967382775;868;TRUE;FALSE
CS-1985-00396;1985;3.110511418;0.720590673;0.348877673;0.498492301;2;0.692490424;0.815768659;827;TRUE;TRUE
CS-1985-00408;1985;3.847860805;0.834576039;0.965473249;0.988883089;4;0.999642543;0.994804009;922;TRUE;TRUE
CS-1985-00409;1985;3.342488997;0.587351521;0.952821986;0.614714301;3;0.991882463;0.989154133;818;TRUE;FALSE
CS-1985-00411;1985;2.80864139;0.963878741;0.673379645;0.597412109;3;0.812828537;0.856925305;818;TRUE;FALSE
CS-1985-00412;1985;2.79173071;0.985548624;0.520249734;0.967133945;3;0.977571945;0.765880247;844;TRUE;TRUE
CS-1985-00416;1985;2.925940298;0.889972446;0.759718962;0.217028586;5;0.659128715;0.862789432;827;TRUE;TRUE
CS-1985-00417;1985;3.441635277;0.525543148;0.275133803;0.74891732;1;0.977804108;0.919645825;877;TRUE;TRUE
CS-1985-00419;1985;3.068898569;0.925389979;0.854023303;0.197473518;5;0.991499103;0.841338375;840;TRUE;TRUE
CS-1985-00420;1985;3.771163809;0.996663519;0.64297369;0.641659806;3;0.971303107;0.968909003;942;TRUE;FALSE
CS-1985-00430;1985;3.782974684;0.407462826;0.858883382;0.645446261;4;0.998269321;0.914053008;887;TRUE;TRUE
CS-1985-00431;1985;3.749607525;0.998416227;0.995001312;0.795250141;3;0.998312128;0.943557236;907;TRUE;TRUE
CS-1985-00434;1985;3.511899156;0.468291235;0.543196068;0.954598587;4;0.910905622;0.975298296;837;TRUE;FALSE
CS-1985-00435;1985;3.790963316;0.969499916;0.778041359;0.90915134;3;0.997993425;0.986989786;938;TRUE;TRUE
CS-1985-00439;1985;2.848992542;0.838327495;0.438752163;0.846903108;1;0.99675677;0.981465788;821;TRUE;FALSE
CS-1985-00440;1985;3.758492958;0.990336921;0.81550093;0.985216399;1;0.995973069;0.995949289;953;TRUE;TRUE
CS-1985-00448;1985;3.345866808;0.479597327;0.697212799;0.017422459;2;0.782308317;0.820089947;826;TRUE;TRUE
CS-1985-00449;1985;3.385249012;0.994104423;0.735563941;0.98701399;1;0.865406575;0.987674669;910;TRUE;TRUE
CS-1985-00451;1985;3.510491165;0.958572452;0.772845344;0.917068982;1;0.9822839;0.999981729;885;TRUE;TRUE
CS-1985-00454;1985;3.838267818;0.997758594;0.991303675;0.941803249;4;0.997726712;0.996036996;957;TRUE;TRUE
CS-1985-00460;1985;3.911985055;0.848017883;0.950184369;0.951418534;3;0.982915978;0.997406898;945;TRUE;TRUE
CS-1985-00484;1985;3.541501986;0.855222649;0.100372;0.99753269;2;0.674843049;0.752732314;867;TRUE;TRUE
CS-1985-00489;1985;3.556739513;0.993293397;0.921796706;0.995178564;5;0.943015342;0.986058275;888;TRUE;TRUE
CS-1985-00493;1985;3.959235732;0.98252353;0.906477058;0.40892497;4;0.998915373;0.958733175;955;TRUE;TRUE
CS-1985-00497;1985;2.653404667;0.971367847;0.471846312;0.983436638;1;0.976961067;0.969244283;813;TRUE;FALSE
CS-1985-00499;1985;3.939413341;0.834163337;0.996726565;0.555832143;5;0.976833651;0.982635159;914;TRUE;FALSE
CS-1985-00505;1985;3.328014139;0.344546893;0.552105671;0.914936601;5;0.914011046;0.987082311;848;TRUE;TRUE
CS-1985-00506;1985;3.923522855;0.994032632;0.594432084;0.310858942;3;0.335160209;0.916366582;882;TRUE;TRUE
CS-1985-00512;1985;3.434356446;0.940595545;0.688406642;0.837403748;5;0.961535918;0.784721953;875;TRUE;TRUE
CS-1985-00514;1985;2.876833594;0.859791636;0.983125614;0.995974572;2;0.999711931;0.966476066;837;TRUE;FALSE
CS-1985-00520;1985;3.600622445;0.963076854;0.978797659;0.965518264;2;0.998425726;0.987276326;940;TRUE;TRUE
CS-1985-00523;1985;3.710879106;0.925128977;0.841956262;0.95415309;1;0.963757637;0.870383446;930;TRUE;TRUE
CS-1985-00532;1985;3.930197655;0.916122235;0.995721144;0.831365873;3;0.999305873;0.993505219;941;TRUE;TRUE
CS-1985-00535;1985;3.611477286;0.998452686;0.267443028;0.97698172;3;0.91626393;0.981484507;828;TRUE;TRUE
CS-1985-00539;1985;3.282688735;0.951499831;0.647710942;0.949734203;4;0.978020478;0.829661152;869;TRUE;TRUE
CS-1985-00540;1985;2.451773935;0.923757492;0.851907092;0.956285074;5;0.946849085;0.917239117;834;TRUE;FALSE
CS-1985-00543;1985;3.498454539;0.623693511;0.816580256;0.951724127;1;0.989121932;0.989435376;819;TRUE;TRUE
CS-1985-00546;1985;3.9139817;0.946535614;0.96970097;0.973957682;5;0.999384931;0.999737544;855;TRUE;TRUE
CS-1985-00547;1985;3.868037151;0.977958776;0.912896004;0.982673956;4;0.997072469;0.990750018;913;TRUE;FALSE
CS-1985-00549;1985;3.833680199;0.917427617;0.846419982;0.953428002;2;0.980123241;0.922154199;909;TRUE;TRUE
CS-1985-00557;1985;3.846036182;0.93467242;0.958200729;0.586194861;3;0.982558192;0.703922423;869;TRUE;FALSE
CS-1985-00568;1985;3.749534062;0.986084054;0.993486399;0.944432535;2;0.981273197;0.996183708;954;TRUE;FALSE
CS-1985-00572;1985;3.999205524;0.443618982;0.996088723;0.997525402;5;0.999787433;0.993364952;881;TRUE;TRUE
CS-1985-00580;1985;3.595303223;0.5351558;0.566017129;0.892546691;2;0.898047724;0.882793524;827;TRUE;TRUE
CS-1985-00582;1985;3.480857943;0.984646112;0.972413837;0.187211314;4;0.710190621;0.93616249;836;TRUE;TRUE
CS-1985-00584;1985;3.387695784;0.809840867;0.997632759;0.935909927;3;0.998437784;0.993321746;905;TRUE;FALSE
CS-1985-00588;1985;3.76953176;0.9203101;0.993479564;0.891364589;4;0.999830046;0.993388744;929;TRUE;TRUE
